NÚMERO DE INSCRIÇÃO,NUM,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
39401653614,"1,004E+11",Presente,E,B,D,E,D,A,D,B,A,B,A,E,D,B,D,B,B,D,C,B,A,B,D,C,B,A,E,C,C,B,A,A,E,D,C,C,B,B,B,E,C,E,E,A,D,A,D,D,B,B,E,B,A,C,A,A,B,C,C,C,D,A,B,C,A,A,C,D,A,D
39401673039,"1,051E+11",Presente,B,A,D,B,D,B,D,D,E,A,E,E,D,C,B,B,B,E,B,C,B,A,E,E,A,D,D,C,C,E,A,E,B,C,E,A,A,E,E,C,A,E,B,C,D,B,D,B,B,E,C,B,E,A,D,C,D,D,E,E,B,A,C,A,A,E,B,D,A,D
39401635896,"1,017E+11",Presente,E,A,C,B,A,B,C,D,E,B,E,E,D,E,D,B,B,E,B,C,B,B,E,B,A,D,B,C,C,E,B,D,B,E,D,A,A,B,D,C,A,C,A,C,E,C,C,C,B,E,D,D,C,B,B,A,D,D,E,A,D,A,C,E,B,C,A,C,B,A
39401682085,"1,02E+11",Presente,E,A,D,E,A,A,E,C,E,C,E,E,C,C,A,C,B,E,B,B,B,A,C,E,C,A,B,C,C,D,B,E,B,D,B,D,D,C,D,D,B,E,B,C,C,D,B,D,A,D,D,A,B,C,B,C,D,E,C,A,E,A,D,A,E,D,E,C,D,E
39401661054,"1,04E+11",Presente,C,A,D,B,A,B,C,E,D,E,C,E,C,D,E,A,E,D,B,B,E,A,E,E,A,A,B,C,E,E,B,D,B,E,B,A,B,B,D,A,B,C,B,B,D,C,E,D,C,B,E,D,A,C,A,C,E,D,A,C,E,D,D,A,E,B,A,B,C,C
39401673346,"1,01501E+11",Presente,E,B,D,B,B,D,D,B,E,B,B,E,E,D,E,B,D,E,B,D,B,C,B,D,A,A,A,C,D,D,B,D,B,B,E,D,A,A,E,A,B,E,C,B,C,B,E,C,E,B,C,B,D,B,A,C,D,B,A,A,B,E,C,A,E,D,A,D,B,D
39401664219,"1,045E+11",Presente,B,C,C,C,C,A,C,C,C,C,B,E,E,C,C,C,B,E,B,C,A,A,C,B,A,B,D,C,A,C,B,C,B,C,D,A,C,C,D,C,C,B,E,C,D,A,C,C,C,C,D,A,C,A,C,E,A,C,C,A,A,A,C,A,A,C,A,C,C,D
39401635572,"1,053E+11",Presente,B,A,C,A,B,A,D,C,C,D,E,E,C,A,A,C,B,E,B,C,B,A,C,B,A,D,C,A,D,E,A,E,B,C,E,A,A,B,D,E,B,B,D,C,B,D,A,E,C,B,A,B,B,A,B,C,B,D,D,C,E,A,C,A,E,C,A,A,B,D
39401651134,"1,006E+11",Presente,E,A,D,E,A,A,B,C,E,C,C,E,E,E,B,A,B,D,B,B,B,B,A,E,A,E,A,C,D,E,B,A,B,A,B,A,A,B,D,E,A,C,A,D,D,C,B,E,B,E,C,A,A,A,E,C,A,C,E,A,A,A,C,A,D,C,A,E,B,D
39401678833,"1,041E+11",Presente,E,C,B,D,A,A,C,B,E,C,A,E,D,D,D,D,B,E,B,C,A,B,C,B,A,D,A,C,D,B,B,A,A,B,A,A,A,C,D,E,A,C,A,C,C,C,D,D,C,D,C,A,A,E,E,E,A,E,E,C,A,A,A,A,A,C,C,C,B,C
39401653255,"1,036E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401657109,"1,005E+11",Presente,E,A,C,C,B,D,C,A,D,C,E,E,C,C,D,D,B,E,B,E,E,D,D,C,A,E,E,D,A,E,D,C,E,C,C,A,B,B,B,D,A,C,D,D,E,E,B,C,D,B,D,A,E,C,D,B,C,A,C,A,E,A,C,B,D,B,E,A,D,D
39401640625,"1,031E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401640129,"1,009E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401674962,"1,03701E+11",Presente,E,A,B,C,E,B,B,E,C,D,E,B,D,B,D,D,B,E,B,B,A,E,E,D,A,D,D,C,A,C,B,B,B,C,E,B,B,C,D,B,B,D,E,D,D,C,C,A,C,D,D,E,E,A,D,C,B,D,B,D,D,A,C,A,E,C,B,E,B,D
39401656994,"1,01E+11",Presente,B,A,C,C,A,C,B,D,C,C,E,E,E,D,B,B,D,E,B,E,E,A,E,E,A,A,B,C,B,C,B,A,C,C,D,C,A,C,D,C,A,B,D,C,B,E,E,D,E,D,E,A,D,D,D,C,A,D,C,A,D,A,B,C,D,C,E,E,A,A
39401658009,"1,05E+11",Presente,E,A,C,B,A,D,B,C,E,C,E,E,B,C,A,C,A,B,B,D,A,A,E,E,A,D,E,C,A,C,A,A,B,C,D,A,A,A,D,E,D,B,D,D,D,B,C,E,C,D,C,D,D,D,B,C,C,D,E,A,B,A,C,A,E,C,A,D,C,D
39401675202,"1,02E+11",Presente,E,A,B,E,D,A,C,D,C,C,E,E,B,E,C,B,B,E,B,B,E,A,D,E,A,E,B,C,B,C,B,D,C,B,D,D,E,C,D,B,E,B,A,E,D,B,B,C,B,B,C,B,C,A,C,E,C,D,D,B,C,A,B,B,D,D,C,B,B,A
39401666904,"1,01501E+11",Presente,E,A,E,D,A,B,C,E,C,B,D,E,C,A,C,B,B,E,B,D,B,A,B,A,A,C,B,C,E,C,B,C,D,C,E,A,A,B,D,D,D,A,E,C,D,E,A,E,D,D,E,B,C,A,D,C,D,A,E,E,D,E,D,A,D,C,A,D,B,B
39401653036,"1,01501E+11",Presente,E,B,C,C,A,C,E,D,C,A,E,E,C,D,C,A,B,E,D,A,E,C,E,E,A,A,C,A,E,C,B,D,C,D,E,C,D,E,E,A,B,C,C,D,B,A,D,E,A,D,D,B,A,A,C,B,D,D,A,B,A,E,B,E,D,C,A,C,C,D
39401670571,"1,051E+11",Presente,E,A,D,E,B,B,B,C,D,C,A,E,B,B,C,D,B,D,C,D,B,B,D,E,A,C,C,C,E,E,B,D,C,C,C,D,A,E,D,C,E,C,B,C,B,A,C,A,C,A,E,E,A,A,B,C,E,A,E,A,A,A,B,A,E,E,E,D,B,C
39401684595,"1,022E+11",Presente,E,D,D,E,B,B,D,D,C,C,E,E,E,B,B,C,A,A,A,A,A,B,D,E,B,A,A,C,A,C,B,C,C,C,E,A,A,E,E,B,B,B,E,B,E,D,D,E,C,B,E,B,A,C,E,A,D,D,C,D,C,A,C,A,C,C,C,E,D,A
39401641321,"1,023E+11",Presente,E,E,C,C,B,D,A,B,D,C,D,A,E,E,C,B,B,A,B,E,A,B,B,E,A,B,C,A,D,C,A,D,B,C,D,A,D,B,C,B,A,C,E,E,A,B,C,E,C,D,E,E,C,A,B,C,C,D,C,D,E,A,A,E,D,A,A,D,B,C
39401661575,"1,002E+11",Presente,E,B,C,B,C,D,D,A,A,E,E,E,C,D,B,C,B,D,B,A,A,A,D,C,A,E,A,E,B,C,B,D,B,C,E,C,A,A,E,D,B,E,B,A,B,C,D,D,A,D,E,B,A,A,D,E,B,E,E,C,A,E,B,B,E,D,A,D,D,B
39401669023,"1,02E+11",Presente,B,C,E,A,B,D,D,E,E,C,B,E,E,B,B,E,A,E,B,A,E,B,E,E,A,D,D,C,D,E,A,A,E,E,E,C,B,B,B,C,D,E,E,B,C,A,E,C,E,D,C,B,B,A,C,C,D,D,E,A,E,A,A,A,E,C,E,D,E,D
39401668500,"1,033E+11",Presente,E,A,D,E,E,C,B,B,B,B,A,B,D,E,B,E,E,D,D,B,A,B,B,E,A,C,B,C,C,E,A,D,A,E,D,A,B,B,A,B,A,C,B,C,C,B,B,E,D,D,B,D,C,D,C,C,D,A,D,A,E,A,B,B,E,C,C,*,A,C
39401685141,"1,011E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401639434,"1,053E+11",Presente,E,A,B,C,E,A,B,B,E,C,E,E,C,D,D,B,C,E,B,*,B,A,E,E,A,D,D,C,C,A,B,B,B,C,D,A,A,C,D,B,A,B,B,D,E,C,C,D,C,C,C,D,B,E,D,C,D,D,B,D,C,A,A,A,E,C,A,D,A,C
39401665428,"1,03701E+11",Presente,C,C,C,C,C,C,C,C,C,C,C,E,B,C,C,C,C,D,C,C,A,C,C,E,A,A,A,C,C,B,B,C,C,C,A,C,A,D,C,C,C,E,E,C,E,C,C,C,C,E,E,B,C,A,B,A,C,D,B,A,D,D,C,A,D,C,A,C,C,D
39401671517,"1,054E+11",Presente,D,A,A,D,B,B,B,E,C,E,C,D,A,E,A,D,E,A,B,A,B,B,E,D,A,B,C,D,D,E,B,D,B,E,A,A,A,A,D,E,E,B,D,C,B,B,A,C,B,D,C,B,D,A,E,C,B,D,D,A,E,E,E,E,E,D,A,C,D,D
39401674919,"1,03701E+11",Presente,E,A,D,D,E,A,C,D,D,C,C,E,D,D,A,A,B,E,B,C,E,A,B,D,A,D,E,C,D,D,B,D,B,E,D,A,A,B,D,D,D,A,A,E,B,D,D,E,D,B,D,D,A,A,D,C,D,D,E,D,D,A,D,E,E,C,D,D,D,C
39401668879,"1,011E+11",Presente,B,C,E,B,A,D,C,A,D,E,C,E,B,D,B,C,D,A,C,E,A,E,B,D,A,C,B,A,C,E,B,E,A,C,D,B,C,C,E,B,E,B,C,E,E,C,D,A,B,B,D,D,C,A,B,A,C,D,A,E,C,A,D,B,E,D,A,B,C,C
39401663554,"1,045E+11",Presente,E,C,B,E,A,A,C,D,D,C,D,E,D,B,D,A,E,E,B,E,A,E,E,E,A,D,A,C,A,C,B,A,B,E,D,A,A,A,D,B,A,A,B,C,A,A,C,C,D,D,A,E,A,A,B,E,D,E,C,A,D,A,C,A,D,C,C,C,A,D
39401673031,"1,039E+11",Presente,A,A,E,B,C,A,D,D,A,D,A,E,C,D,D,B,B,D,B,D,E,E,B,E,B,B,A,C,C,C,B,D,B,C,D,A,E,C,E,D,A,A,A,A,B,C,D,C,A,D,B,B,C,A,C,E,E,C,E,B,D,E,A,A,E,A,A,E,B,D
39401640547,"1,003E+11",Presente,E,A,C,D,A,A,C,C,E,C,A,E,B,B,D,E,B,A,B,B,A,D,E,E,A,D,A,C,C,C,B,D,C,C,B,A,A,C,D,E,C,E,B,C,D,C,B,C,B,D,C,A,A,C,B,C,A,C,C,C,C,E,A,B,D,B,A,C,B,C
39401654004,"1,018E+11",Presente,D,A,D,D,A,A,B,B,A,D,E,E,C,D,A,B,B,E,B,D,A,D,C,B,A,D,D,C,B,D,B,A,B,A,E,A,A,C,D,E,B,B,D,D,E,D,D,A,D,D,C,A,C,E,D,E,D,D,C,A,D,A,D,A,A,C,C,C,B,D
39401664186,"1,044E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401672371,"1,045E+11",Presente,E,B,B,B,D,B,A,B,B,B,B,E,B,B,C,B,B,D,B,B,B,B,E,E,A,D,B,C,D,B,B,D,B,B,B,B,A,B,B,B,B,B,B,C,B,C,B,E,B,D,D,A,A,A,B,B,B,B,C,C,C,A,B,A,E,B,B,B,B,A
39401673137,"1,018E+11",Presente,E,A,D,E,A,B,C,B,A,C,C,E,B,B,C,D,C,E,B,D,A,B,E,E,A,B,A,C,A,C,A,C,B,D,A,A,A,B,D,E,A,E,A,C,B,C,A,C,A,D,A,D,A,A,C,C,A,A,C,B,D,A,A,A,E,C,C,A,B,D
39401669409,"1,025E+11",Presente,E,C,B,E,A,E,B,D,E,C,E,E,E,E,A,D,B,B,B,A,A,A,C,B,A,D,A,C,B,C,B,B,A,E,D,E,D,E,B,D,E,B,B,D,D,E,A,D,A,C,E,B,C,A,A,D,D,D,E,C,C,A,D,A,D,D,A,B,C,C
39401638580,"1,039E+11",Presente,E,A,C,D,A,A,C,A,E,B,A,E,C,D,D,D,E,E,B,B,A,D,E,E,A,A,A,C,B,,D,D,B,C,D,A,A,C,D,E,A,B,D,C,D,C,E,D,C,B,D,A,A,A,E,A,A,B,C,A,C,A,E,A,A,C,A,A,E,D
39401651794,"1,04801E+11",Presente,B,A,D,E,D,A,D,D,C,A,D,E,C,E,B,A,B,E,B,D,E,A,C,D,A,E,D,C,A,D,B,A,B,C,D,D,E,D,D,E,A,D,D,D,E,E,D,E,B,E,D,C,D,E,C,C,E,D,E,B,A,A,A,E,E,C,A,C,D,A
39401671924,"1,051E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401683596,"1,04902E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401647274,"1,03701E+11",Presente,A,A,C,B,A,C,C,E,D,C,D,E,C,D,B,D,D,D,B,B,E,E,C,B,A,D,C,A,C,A,B,E,E,C,D,A,A,A,B,B,A,A,A,B,B,A,D,C,C,E,E,B,A,A,D,D,E,D,A,C,C,A,E,E,E,C,A,C,B,C
39401668899,"1,03701E+11",Presente,E,A,E,B,B,A,C,D,C,C,C,E,C,D,B,B,C,E,B,C,E,A,*,E,A,D,B,C,E,C,D,A,D,C,B,D,A,B,E,C,E,E,E,E,A,B,A,D,C,C,*,B,C,A,D,E,A,C,C,E,*,A,C,A,E,D,A,D,B,C
39401651417,"1,04801E+11",Presente,E,B,A,B,D,A,C,E,E,A,E,E,E,C,B,C,B,B,D,D,E,A,C,E,A,D,A,A,E,E,B,A,C,C,E,D,B,A,D,A,A,E,D,B,B,C,E,D,C,D,E,E,C,A,D,A,D,A,A,A,C,A,D,E,E,B,B,E,A,C
39401637835,"1,029E+11",Presente,D,D,C,C,B,D,C,D,D,D,C,A,A,B,C,E,E,A,A,E,A,A,D,C,D,D,C,C,D,A,A,A,E,E,D,D,D,C,A,D,B,C,D,D,E,B,B,E,E,D,E,D,A,A,E,A,E,E,E,D,D,E,D,C,E,B,E,C,B,D
39401683926,"1,02E+11",Presente,C,A,C,D,C,A,C,A,A,B,D,E,D,A,C,B,B,A,B,B,E,B,C,E,A,A,A,C,C,C,B,A,A,E,A,A,A,D,D,E,A,A,E,A,A,A,B,E,C,B,C,A,B,A,D,B,C,A,C,C,D,A,B,A,B,C,A,A,E,B
39401667065,"1,045E+11",Presente,E,A,C,E,A,A,C,E,C,C,E,E,D,B,D,D,B,A,B,B,B,A,C,B,A,D,D,C,B,C,B,A,E,E,E,A,A,C,D,C,A,B,D,E,E,A,B,B,E,D,C,A,D,C,C,E,D,C,*,A,D,A,D,E,D,C,A,B,B,E
39401640110,"1,005E+11",Presente,C,C,C,C,C,B,B,*,C,C,D,E,D,D,C,C,C,A,A,D,A,D,D,B,A,C,A,C,B,D,C,D,D,B,D,E,A,A,D,B,D,B,E,E,C,B,C,C,E,C,E,C,C,A,B,E,D,B,E,C,B,E,B,A,E,C,C,D,A,A
39401639907,"1,022E+11",Presente,E,A,E,A,A,A,A,A,E,B,C,E,B,C,B,D,B,A,B,E,B,E,D,B,A,E,A,C,C,C,A,D,B,E,E,C,A,C,B,D,B,B,E,B,E,E,E,E,E,E,B,D,A,A,A,C,B,D,E,D,D,A,C,A,D,A,A,C,C,C
39401673201,"1,053E+11",Presente,B,B,B,C,B,C,C,B,B,A,D,A,C,D,B,C,B,B,B,A,C,D,C,E,A,A,B,C,C,A,B,A,E,A,C,D,A,C,E,A,B,B,A,B,C,C,E,C,A,B,C,A,B,A,C,C,E,A,E,A,B,A,A,B,E,D,C,E,B,C
39401637702,"1,02E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401659616,"1,03701E+11",Presente,C,A,C,E,D,A,A,A,B,C,B,E,C,B,A,D,B,E,B,D,E,B,B,E,C,A,D,C,D,A,B,A,B,E,D,A,A,C,D,B,B,A,A,B,B,C,D,E,A,D,C,E,B,B,D,A,D,D,C,A,D,A,C,A,E,D,A,A,A,C
39401649393,"1,053E+11",Presente,E,C,C,D,C,A,C,D,C,A,B,E,C,A,B,D,B,D,B,C,E,B,D,C,A,A,B,C,C,A,B,B,B,C,E,B,A,A,D,C,C,E,D,C,E,C,B,D,B,C,D,B,B,A,E,C,C,E,C,A,C,A,B,A,A,C,C,C,D,E
39401635044,"1,017E+11",Presente,E,B,B,E,D,E,C,C,D,A,D,A,B,C,E,A,E,D,B,E,D,B,B,E,A,D,A,C,A,C,B,C,B,C,D,E,A,B,B,C,B,D,A,C,A,E,B,D,C,B,C,D,C,B,B,C,D,D,A,A,C,A,B,A,E,C,A,D,B,D
39401647888,"1,051E+11",Presente,E,A,C,D,D,B,C,A,E,B,A,B,A,E,B,D,B,B,B,C,B,D,A,A,A,C,E,A,B,D,B,D,D,E,A,B,A,C,E,C,A,C,B,C,B,D,E,A,D,B,D,D,A,A,B,C,D,A,D,E,C,A,B,A,D,B,A,C,D,D
39401644790,"1,053E+11",Presente,E,E,E,D,D,D,D,D,E,D,D,E,D,D,B,B,C,C,D,D,E,D,D,C,A,D,D,C,E,D,B,E,D,C,B,D,E,C,E,D,E,E,D,D,D,A,D,C,D,D,E,E,D,D,E,C,D,E,E,A,E,A,D,A,A,E,D,D,D,C
39401651561,"1,006E+11",Presente,E,A,C,B,B,A,C,D,E,C,A,E,C,B,C,E,E,E,B,A,B,A,E,E,A,A,B,D,C,C,B,D,A,C,B,A,A,A,D,E,A,B,A,E,C,C,A,E,B,B,D,A,C,B,C,C,C,D,E,A,A,A,E,A,D,C,A,C,B,A
39401668506,"1,022E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401684823,"1,011E+11",Presente,E,A,D,C,C,A,C,C,E,D,A,E,E,B,E,D,B,E,B,B,A,C,C,D,A,C,D,D,C,C,B,D,B,C,D,A,B,A,E,D,A,B,B,C,D,B,D,C,D,B,C,A,A,C,B,B,B,D,C,A,D,A,B,A,D,C,A,A,A,D
39401670334,"1,027E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401652920,"1,025E+11",Presente,E,C,C,B,A,D,C,C,C,C,E,E,B,A,C,B,B,D,B,E,A,B,E,E,A,D,E,C,C,C,B,A,E,D,E,A,A,C,E,E,A,A,A,D,C,C,E,A,B,B,D,E,A,A,B,C,E,D,C,B,C,E,C,A,E,C,B,B,B,A
39401640342,"1,046E+11",Presente,E,A,C,D,D,B,B,A,C,D,C,E,E,B,B,B,D,A,E,E,A,D,D,B,A,C,B,C,A,D,B,D,E,C,B,D,D,B,B,C,E,A,E,C,B,C,D,A,E,B,C,B,A,C,D,C,B,E,E,A,B,A,C,C,E,C,A,B,D,D
39401664479,"1,04902E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401673635,"1,051E+11",Presente,C,B,A,D,B,C,E,A,D,E,D,E,C,C,B,B,A,D,A,B,A,C,A,B,A,D,B,C,D,D,B,C,B,B,D,E,D,B,A,C,B,C,C,C,A,D,C,C,E,C,E,A,A,A,D,A,D,D,E,E,D,A,B,B,E,B,C,B,A,C
39401667824,"1,017E+11",Presente,C,C,B,C,A,A,A,B,E,E,E,E,C,C,C,B,A,E,D,C,E,B,E,E,A,C,B,C,D,C,B,C,C,C,A,B,A,B,D,C,E,C,C,E,B,A,C,C,C,D,C,D,D,A,B,C,D,E,E,E,E,C,C,A,E,A,C,D,D,C
39401671167,"1,017E+11",Presente,D,A,E,D,C,C,C,A,D,B,D,E,D,C,C,A,D,D,B,E,A,B,D,D,E,B,D,C,C,C,B,C,C,C,E,B,E,C,A,A,B,B,E,B,A,B,B,C,A,E,D,D,A,C,B,E,E,D,C,E,A,A,B,A,E,C,A,D,B,C
39401649715,"1,005E+11",Presente,E,E,E,E,E,E,E,E,E,E,D,E,E,E,D,E,E,E,E,E,E,E,E,E,A,E,A,D,E,E,B,E,E,E,E,E,E,A,E,E,E,E,E,E,E,E,E,E,E,B,E,A,E,B,E,A,A,E,E,A,E,A,E,E,D,C,A,C,E,D
39401639868,"1,001E+11",Presente,E,A,C,B,B,A,B,E,A,C,E,E,C,C,A,E,E,A,B,B,B,A,B,B,A,D,D,C,D,A,B,D,B,C,A,C,A,C,D,C,A,C,D,B,B,D,D,D,D,E,C,A,A,A,A,E,D,D,C,A,A,A,C,D,D,B,B,B,B,C
39401666900,"1,024E+11",Presente,E,A,D,E,D,A,B,B,A,D,E,E,C,D,D,B,A,E,B,D,A,E,D,B,A,D,E,C,B,E,C,C,E,C,B,A,C,B,D,E,B,B,D,C,B,C,C,C,C,C,E,D,A,A,D,A,D,A,C,C,A,A,A,A,D,C,A,B,B,C
39401640156,"1,046E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401637232,"1,04902E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401657319,"1,04902E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401668501,"1,024E+11",Presente,E,A,B,C,C,A,C,D,C,A,A,E,C,C,E,D,E,D,D,B,B,B,D,B,A,B,B,C,B,A,B,C,D,C,B,A,A,A,E,E,A,B,E,C,D,B,E,E,C,D,A,D,B,A,D,B,E,D,E,E,C,A,C,A,D,B,A,D,B,A
39401663605,"1,02001E+11",Presente,E,A,D,D,E,D,C,C,D,C,D,E,D,D,B,D,E,A,B,B,A,C,E,E,A,A,C,A,C,E,A,E,C,E,B,A,B,B,E,C,B,B,C,C,E,A,B,C,C,B,E,D,A,A,B,D,E,D,E,A,C,A,C,A,E,A,E,B,A,D
39402672780,"1,05E+11",Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39401641456,"1,02001E+11",Presente,B,D,A,C,A,E,B,D,C,A,A,E,B,C,B,D,D,A,B,E,C,D,A,B,A,E,E,C,D,E,B,A,B,B,D,E,C,A,B,B,D,C,B,A,D,B,E,C,A,B,E,B,C,A,D,C,E,D,A,B,B,A,D,E,E,C,B,B,C,C
39401671723,"1,05E+11",Presente,E,A,E,D,A,A,C,E,C,D,A,E,D,D,B,D,B,E,B,B,E,A,E,E,A,B,A,C,D,D,B,D,D,C,C,A,D,B,D,C,B,B,D,E,B,C,C,A,D,D,B,D,D,A,A,C,A,D,C,A,E,E,C,A,E,C,C,E,B,E
39401669712,"1,02001E+11",Presente,E,A,C,C,A,B,C,B,E,C,C,E,E,B,D,D,A,D,B,E,B,C,C,B,A,A,E,C,D,E,B,A,E,C,E,A,A,C,D,E,A,E,A,E,C,A,D,C,B,B,C,E,A,A,D,E,E,D,E,A,E,A,C,A,A,C,D,E,B,D
39401682836,"1,02001E+11",Presente,B,A,D,A,B,D,A,D,A,D,A,E,D,A,C,D,E,A,D,A,E,D,E,E,C,E,E,E,A,D,E,A,D,B,D,D,A,E,D,A,D,E,E,A,B,A,D,D,A,B,E,D,D,B,C,C,C,E,C,C,E,A,D,B,E,A,E,C,B,C
39401640117,"1,05E+11",Presente,B,B,B,C,C,A,D,E,A,C,D,E,C,B,A,B,D,D,A,B,E,A,A,A,B,C,C,B,B,D,A,A,E,D,C,A,B,E,A,C,B,C,E,D,D,B,A,E,B,C,A,B,C,A,B,C,A,D,C,C,E,A,C,A,D,A,A,A,E,B
39401664931,"1,022E+11",Presente,B,D,E,C,C,A,E,D,E,C,D,E,D,D,B,B,C,B,B,C,B,A,E,E,A,C,A,C,D,D,B,D,B,E,D,A,B,D,A,D,D,B,D,E,A,B,D,E,C,A,C,D,A,A,E,A,D,E,E,D,E,A,A,A,D,B,B,D,A,C
39401642397,"1,051E+11",Presente,B,C,D,C,A,C,A,C,C,D,A,A,B,A,B,B,B,D,A,A,E,A,B,B,A,B,D,D,D,B,A,D,C,C,C,D,B,B,E,A,A,B,A,B,B,E,E,E,B,E,A,D,A,A,C,A,E,D,D,D,E,D,B,A,E,A,A,D,C,C
39401671119,"1,033E+11",Presente,E,B,D,D,E,A,C,D,C,D,D,E,C,D,E,C,B,D,D,A,A,C,B,E,D,B,B,A,A,E,B,D,C,C,D,E,D,A,B,E,C,B,D,E,B,A,E,C,A,B,E,A,C,C,D,A,D,D,E,E,D,A,A,E,E,B,D,B,C,C
39401640654,"1,043E+11",Presente,E,A,E,B,B,B,C,C,D,C,C,E,D,E,C,B,B,A,B,C,B,A,C,B,E,A,B,C,E,D,B,A,A,E,D,A,A,B,E,E,A,C,C,B,E,B,A,C,D,B,C,D,A,B,C,C,E,B,D,A,D,A,C,E,E,B,D,E,B,A
