SEXO,ESTADO,ESPECIALIDADE,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,IDADE,matematica,fund_computacao,tec_computacao,total,REGIAO
M,SP,redes de computadores,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,20,9.0,17.0,6.0,32.0,sudeste
M,PA,engenharia de software,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,22,6.0,13.0,5.0,24.0,norte
M,RS,computação aplicada,1.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,22,14.0,20.0,11.0,45.0,sul
M,GO,inteligência artificial,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,22,5.0,16.0,7.0,28.0,centro_oeste
M,MS,engenharia de software,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,24,10.0,14.0,10.0,34.0,centro_oeste
M,MG,sistemas de computação,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,21,9.0,13.0,8.0,30.0,sudeste
M,SP,engenharia de software,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36,8.0,7.0,8.0,23.0,sudeste
M,MS,otimização,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,22,6.0,16.0,7.0,29.0,centro_oeste
M,DF,sistemas de computação,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,22,9.0,22.0,13.0,44.0,centro_oeste
M,CE,engenharia de software,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,22,13.0,16.0,9.0,38.0,nordeste
M,RS,banco de dados,1.0,3.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,25,11.0,15.0,6.0,32.0,sul
M,MG,banco de dados,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,24,6.0,14.0,7.0,27.0,sudeste
M,MG,aprendizado de máquina,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,25,7.0,11.0,4.0,22.0,sudeste
M,SP,engenharia de software,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,4.0,11.0,2.0,17.0,sudeste
M,SP,visão computacional,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,24,6.0,13.0,7.0,26.0,sudeste
M,GO,inteligência artificial,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,22,7.0,12.0,8.0,27.0,centro_oeste
M,PR,redes de computadores,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20,3.0,11.0,4.0,18.0,sul
M,GO,sistemas de computação,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,25,3.0,9.0,7.0,19.0,centro_oeste
M,PR,redes de computadores,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,21,9.0,15.0,11.0,35.0,sul
M,MG,engenharia de software,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,22,7.0,17.0,10.0,34.0,sudeste
M,PR,engenharia de software,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,22,12.0,15.0,11.0,38.0,sul
M,MG,sistemas de computação,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26,6.0,9.0,3.0,18.0,sudeste
M,MG,inteligência artificial,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,24,6.0,16.0,7.0,29.0,sudeste
M,AL,visão computacional,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,21,7.0,13.0,5.0,25.0,nordeste
M,PR,inteligência artificial,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,27,7.0,16.0,8.0,31.0,sul
M,MT,inteligência artificial,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,22,6.0,20.0,6.0,32.0,centro_oeste
M,MS,sistemas de informação,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,23,9.0,16.0,7.0,32.0,centro_oeste
M,SP,aprendizado de máquina,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,33,8.0,11.0,11.0,30.0,sudeste
M,SP,engenharia de software,1.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,24,11.0,14.0,7.0,32.0,sudeste
M,SP,sistemas de computação,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,25,4.0,14.0,4.0,22.0,sudeste
M,PR,inteligência artificial,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,24,11.0,18.0,11.0,40.0,sul
M,RN,engenharia de software,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,23,5.0,13.0,7.0,25.0,nordeste
M,PB,banco de dados,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,25,6.0,15.0,5.0,26.0,nordeste
M,AL,sistemas de computação,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,28,7.0,13.0,4.0,24.0,nordeste
M,ES,sistemas de informação,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,24,8.0,13.0,5.0,26.0,sudeste
M,ES,inteligência artificial,1.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,24,13.0,18.0,7.0,38.0,sudeste
M,MG,sistemas de computação,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,21,6.0,14.0,10.0,30.0,sudeste
M,PR,engenharia de software,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,32,6.0,10.0,5.0,21.0,sul
M,PB,inteligência artificial,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,27,10.0,19.0,9.0,38.0,nordeste
F,PB,sistemas de informação,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,24,12.0,14.0,7.0,33.0,nordeste
F,SP,banco de dados,0.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,21,10.0,14.0,6.0,30.0,sudeste
F,ES,sistemas de informação,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,37,7.0,10.0,4.0,21.0,sudeste
M,PI,sistemas de informação,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,21,8.0,9.0,6.0,23.0,nordeste
M,MG,engenharia de software,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,24,8.0,20.0,9.0,37.0,sudeste
M,RS,engenharia de software,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,27,5.0,14.0,8.0,27.0,sul
M,GO,inteligência artificial,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,23,9.0,14.0,8.0,31.0,centro_oeste
M,SC,engenharia de software,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,34,4.0,12.0,8.0,24.0,sul
F,MG,sistemas de computação,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,25,10.0,14.0,8.0,32.0,sudeste
M,GO,engenharia de software,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,21,6.0,9.0,7.0,22.0,centro_oeste
F,GO,engenharia de software,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,31,7.0,14.0,4.0,25.0,centro_oeste
F,MG,sistemas de computação,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,23,4.0,17.0,3.0,24.0,sudeste
F,CE,redes de computadores,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,28,5.0,8.0,5.0,18.0,nordeste
M,SC,banco de dados,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,22,9.0,10.0,10.0,29.0,sul
M,RJ,otimização,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,27,10.0,20.0,11.0,41.0,sudeste
M,ES,sistemas de informação,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24,10.0,15.0,3.0,28.0,sudeste
M,PR,inteligência artificial,0.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,24,9.0,18.0,6.0,33.0,sul
F,MG,engenharia de software,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,26,5.0,10.0,6.0,21.0,sudeste
F,SP,banco de dados,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,30,5.0,10.0,10.0,25.0,sudeste
M,PI,sistemas de computação,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,24,6.0,13.0,7.0,26.0,nordeste
M,ES,sistemas de informação,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,29,11.0,21.0,10.0,42.0,sudeste
F,BA,engenharia de software,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,22,5.0,8.0,7.0,20.0,nordeste
F,MG,banco de dados,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,21,7.0,11.0,7.0,25.0,sudeste
F,MG,sistemas de computação,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,6.0,12.0,2.0,20.0,sudeste
F,SC,redes de computadores,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,37,8.0,14.0,9.0,31.0,sul
F,SC,inteligência artificial,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,21,13.0,16.0,9.0,38.0,sul
M,SP,banco de dados,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,20,9.0,13.0,9.0,31.0,sudeste
M,GO,engenharia de software,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,25,7.0,14.0,6.0,27.0,centro_oeste
M,ES,sistemas de informação,1.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,25,13.0,19.0,10.0,42.0,sudeste
M,GO,engenharia de software,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,31,10.0,11.0,8.0,29.0,centro_oeste
M,GO,engenharia de software,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,21,9.0,12.0,7.0,28.0,centro_oeste
M,GO,visão computacional,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,24,10.0,16.0,4.0,30.0,centro_oeste
M,MT,redes de computadores,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,23,9.0,17.0,8.0,34.0,centro_oeste
M,GO,inteligência artificial,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,23,8.0,16.0,12.0,36.0,centro_oeste
M,MT,engenharia de software,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,25,3.0,9.0,8.0,20.0,centro_oeste
M,CE,banco de dados,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,28,6.0,10.0,8.0,24.0,nordeste
F,SP,engenharia de software,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,20,9.0,11.0,6.0,26.0,sudeste
F,MG,banco de dados,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,21,4.0,9.0,8.0,21.0,sudeste
M,SC,sistemas embarcados,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,22,12.0,16.0,8.0,36.0,sul
M,PI,inteligência artificial,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,23,3.0,16.0,9.0,28.0,nordeste
M,DF,redes de computadores,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,23,7.0,14.0,7.0,28.0,centro_oeste
F,SC,engenharia de software,2.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,22,11.0,18.0,9.0,38.0,sul
F,SP,visão computacional,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,24,9.0,17.0,10.0,36.0,sudeste
F,PR,inteligência artificial,2.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28,14.0,17.0,3.0,34.0,sul
M,SC,inteligência artificial,0.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,23,11.0,22.0,10.0,43.0,sul
M,PR,redes de computadores,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,39,6.0,12.0,5.0,23.0,sul
M,GO,sistemas de computação,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,33,10.0,12.0,11.0,33.0,centro_oeste
M,CE,redes de computadores,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,27,7.0,16.0,6.0,29.0,nordeste
M,PI,sistemas de computação,1.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,21,13.0,16.0,7.0,36.0,nordeste
M,SP,engenharia de software,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,23,3.0,11.0,8.0,22.0,sudeste
M,SC,sistemas de computação,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,25,10.0,13.0,8.0,31.0,sul
M,PE,inteligência artificial,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,21,11.0,18.0,7.0,36.0,nordeste
M,MG,sistemas de computação,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,23,10.0,15.0,7.0,32.0,sudeste
M,PR,sistemas de computação,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,24,11.0,16.0,11.0,38.0,sul
F,PR,redes de computadores,2.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,22,11.0,17.0,8.0,36.0,sul
F,AM,inteligência artificial,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,21,6.0,13.0,6.0,25.0,norte
M,PR,inteligência artificial,3.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,23,17.0,23.0,11.0,51.0,sul
F,PR,inteligência artificial,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,26,8.0,19.0,7.0,34.0,sul
M,RJ,sistemas de computação,3.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,50,14.0,17.0,10.0,41.0,sudeste
M,MG,inteligência artificial,0.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,23,11.0,12.0,6.0,29.0,sudeste
F,AL,inteligência artificial,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,31,6.0,12.0,6.0,24.0,nordeste
M,SP,engenharia de software,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,24,12.0,14.0,8.0,34.0,sudeste
