SEXO,ESTADO,ESPECIALIDADE,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,IDADE,matematica,fund_computacao,tec_computacao,total,linhas_pesquisas,area_concentration,REGIAO
F,SP,inteligência artificial,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,22,7.0,15.0,8.0,30.0,inteligência artificial,computacao,sudeste
F,SP,aplicações computacionais,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,28,9.0,19.0,8.0,36.0,linhas concentradas,informatica,sudeste
M,MG,otimização,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,26,6.0,15.0,9.0,30.0,inteligência artificial,computacao,sudeste
M,MA,aplicações computacionais,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,26,9.0,17.0,10.0,36.0,linhas concentradas,informatica,nordeste
M,SP,aplicações computacionais,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,25,6.0,15.0,8.0,29.0,linhas concentradas,informatica,sudeste
M,ES,sistemas de informação,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29,4.0,14.0,2.0,20.0,redes de computadores,computacao,sudeste
M,BA,visão computacional,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,29,5.0,12.0,6.0,23.0,redes de computadores,computacao,nordeste
F,MS,aplicações computacionais,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,24,4.0,11.0,4.0,19.0,linhas concentradas,informatica,centro_oeste
F,PA,aplicações computacionais,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,22,10.0,15.0,6.0,31.0,linhas concentradas,informatica,norte
M,CE,aplicações computacionais,2.0,3.0,3.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,24,16.0,17.0,8.0,41.0,linhas concentradas,informatica,nordeste
M,ES,sistemas de informação,1.0,2.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,23,14.0,17.0,11.0,42.0,redes de computadores,computacao,sudeste
M,PI,sistemas de computação,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,25,7.0,18.0,5.0,30.0,linhas concentradas,informatica,nordeste
F,PA,aplicações computacionais,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,29,7.0,12.0,4.0,23.0,linhas concentradas,informatica,norte
F,MA,aplicações computacionais,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,23,6.0,8.0,3.0,17.0,linhas concentradas,informatica,nordeste
M,MT,aplicações computacionais,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,26,4.0,15.0,10.0,29.0,linhas concentradas,informatica,centro_oeste
F,SP,aplicações computacionais,0.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,31,11.0,17.0,10.0,38.0,linhas concentradas,informatica,sudeste
M,PR,sistemas de informação,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,24,8.0,15.0,7.0,30.0,redes de computadores,computacao,sul
M,PR,sistemas de computação,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,26,6.0,12.0,7.0,25.0,linhas concentradas,informatica,sul
M,SP,aprendizado de máquina,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,21,7.0,16.0,6.0,29.0,inteligência artificial,computacao,sudeste
M,SP,aprendizado de máquina,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,25,12.0,14.0,8.0,34.0,inteligência artificial,computacao,sudeste
M,SP,inteligência artificial,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,28,16.0,15.0,5.0,36.0,inteligência artificial,computacao,sudeste
M,MS,aplicações computacionais,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32,4.0,11.0,5.0,20.0,linhas concentradas,informatica,centro_oeste
M,RS,computação aplicada,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,22,7.0,11.0,9.0,27.0,linhas concentradas,informatica,sul
M,MG,aprendizado de máquina,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,23,11.0,12.0,12.0,35.0,inteligência artificial,computacao,sudeste
M,RJ,aplicações computacionais,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,26,3.0,16.0,4.0,23.0,linhas concentradas,informatica,sudeste
M,RS,aplicações computacionais,1.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,29,11.0,22.0,11.0,44.0,linhas concentradas,informatica,sul
M,RN,aprendizado de máquina,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,24,7.0,16.0,10.0,33.0,inteligência artificial,computacao,nordeste
M,SP,aplicações computacionais,2.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,27,11.0,19.0,12.0,42.0,linhas concentradas,informatica,sudeste
M,SP,inteligência artificial,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23,8.0,11.0,3.0,22.0,inteligência artificial,computacao,sudeste
M,SP,visão computacional,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,24,13.0,20.0,8.0,41.0,redes de computadores,computacao,sudeste
M,PA,engenharia de software,0.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,27,11.0,14.0,9.0,34.0,engenharia de software,informatica,norte
M,SP,aplicações computacionais,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,26,6.0,11.0,10.0,27.0,linhas concentradas,informatica,sudeste
M,MG,banco de dados,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,23,4.0,11.0,7.0,22.0,linhas concentradas,informatica,sudeste
M,MG,banco de dados,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,22,5.0,16.0,7.0,28.0,linhas concentradas,informatica,sudeste
M,GO,visão computacional,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,25,8.0,15.0,7.0,30.0,redes de computadores,computacao,centro_oeste
M,SP,aprendizado de máquina,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,25,10.0,12.0,7.0,29.0,inteligência artificial,computacao,sudeste
M,SP,engenharia de software,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,27,13.0,18.0,9.0,40.0,engenharia de software,informatica,sudeste
M,MS,sistemas de computação,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,29,3.0,11.0,6.0,20.0,linhas concentradas,informatica,centro_oeste
M,MG,aplicações computacionais,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,25,9.0,17.0,7.0,33.0,linhas concentradas,informatica,sudeste
M,SP,engenharia de software,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,28,5.0,13.0,6.0,24.0,engenharia de software,informatica,sudeste
M,SP,aprendizado de máquina,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,22,12.0,18.0,12.0,42.0,inteligência artificial,computacao,sudeste
M,ES,sistemas de informação,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,23,7.0,16.0,7.0,30.0,redes de computadores,computacao,sudeste
M,RJ,sistemas de informação,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,32,8.0,20.0,14.0,42.0,redes de computadores,computacao,sudeste
M,RN,aplicações computacionais,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,22,12.0,19.0,14.0,45.0,linhas concentradas,informatica,nordeste
M,MG,sistemas de computação,1.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,22,14.0,19.0,9.0,42.0,linhas concentradas,informatica,sudeste
M,SC,redes de computadores,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,30,9.0,11.0,9.0,29.0,redes de computadores,computacao,sul
M,SP,inteligência artificial,1.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,25,14.0,25.0,16.0,55.0,inteligência artificial,computacao,sudeste
F,PR,inteligência artificial,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,24,13.0,17.0,7.0,37.0,inteligência artificial,computacao,sul
M,BA,aplicações computacionais,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23,7.0,13.0,4.0,24.0,linhas concentradas,informatica,nordeste
M,MG,sistemas de computação,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,26,5.0,13.0,5.0,23.0,linhas concentradas,informatica,sudeste
M,RN,aplicações computacionais,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,23,3.0,15.0,8.0,26.0,linhas concentradas,informatica,nordeste
F,GO,metodologias e técnicas de computação,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,27,4.0,11.0,6.0,21.0,redes de computadores,computacao,centro_oeste
M,RS,engenharia de software,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,29,6.0,7.0,6.0,19.0,engenharia de software,informatica,sul
M,PA,sistemas de informação,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,24,10.0,13.0,6.0,29.0,redes de computadores,computacao,norte
M,RN,sistemas de computação,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,29,4.0,14.0,8.0,26.0,linhas concentradas,informatica,nordeste
M,SP,aplicações computacionais,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,27,3.0,12.0,4.0,19.0,linhas concentradas,informatica,sudeste
M,RJ,otimização,2.0,3.0,3.0,0.0,2.0,2.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,26,15.0,22.0,12.0,49.0,inteligência artificial,computacao,sudeste
M,SP,aplicações computacionais,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,27,11.0,16.0,8.0,35.0,linhas concentradas,informatica,sudeste
M,PR,inteligência artificial,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,26,10.0,18.0,5.0,33.0,inteligência artificial,computacao,sul
M,GO,inteligência artificial,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,29,5.0,11.0,5.0,21.0,inteligência artificial,computacao,centro_oeste
M,RS,engenharia de software,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,35,10.0,11.0,9.0,30.0,engenharia de software,informatica,sul
M,GO,aplicações computacionais,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,21,8.0,8.0,8.0,24.0,linhas concentradas,informatica,centro_oeste
M,SP,aplicações computacionais,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,29,10.0,20.0,13.0,43.0,linhas concentradas,informatica,sudeste
M,PA,aplicações computacionais,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,25,5.0,13.0,6.0,24.0,linhas concentradas,informatica,norte
M,SC,banco de dados,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,30,3.0,10.0,9.0,22.0,linhas concentradas,informatica,sul
M,SC,aplicações computacionais,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,31,3.0,14.0,10.0,27.0,linhas concentradas,informatica,sul
M,ES,inteligência artificial,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,28,7.0,16.0,11.0,34.0,inteligência artificial,computacao,sudeste
M,CE,engenharia de software,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,22,5.0,14.0,6.0,25.0,engenharia de software,informatica,nordeste
M,RS,aplicações computacionais,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,33,9.0,11.0,8.0,28.0,linhas concentradas,informatica,sul
F,SP,aplicações computacionais,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,22,5.0,16.0,8.0,29.0,linhas concentradas,informatica,sudeste
M,SP,engenharia de software,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,23,8.0,14.0,7.0,29.0,engenharia de software,informatica,sudeste
M,SC,inteligência artificial,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27,3.0,13.0,5.0,21.0,inteligência artificial,computacao,sul
M,SC,engenharia de software,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,22,6.0,15.0,5.0,26.0,engenharia de software,informatica,sul
M,GO,sistemas de computação,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,26,7.0,10.0,9.0,26.0,linhas concentradas,informatica,centro_oeste
M,RJ,aplicações computacionais,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,25,8.0,13.0,6.0,27.0,linhas concentradas,informatica,sudeste
M,MS,sistemas de computação,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,40,5.0,9.0,6.0,20.0,linhas concentradas,informatica,centro_oeste
M,AM,sistemas embarcados,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,23,5.0,15.0,6.0,26.0,redes de computadores,computacao,norte
M,RJ,otimização,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,22,12.0,20.0,10.0,42.0,inteligência artificial,computacao,sudeste
M,PB,sistemas de computação,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,45,8.0,14.0,10.0,32.0,linhas concentradas,informatica,nordeste
M,SP,inteligência artificial,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,20,6.0,19.0,5.0,30.0,inteligência artificial,computacao,sudeste
M,SP,aplicações computacionais,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,32,6.0,13.0,5.0,24.0,linhas concentradas,informatica,sudeste
F,GO,inteligência artificial,2.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,21,13.0,16.0,4.0,33.0,inteligência artificial,computacao,centro_oeste
F,PI,computação aplicada,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,22,10.0,20.0,15.0,45.0,linhas concentradas,informatica,nordeste
M,SP,visão computacional,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,22,9.0,10.0,3.0,22.0,redes de computadores,computacao,sudeste
F,MG,inteligência artificial,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,23,5.0,13.0,7.0,25.0,inteligência artificial,computacao,sudeste
M,GO,visão computacional,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,26,6.0,13.0,7.0,26.0,redes de computadores,computacao,centro_oeste
M,PE,sistemas de computação,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23,6.0,14.0,2.0,22.0,linhas concentradas,informatica,nordeste
M,SP,aplicações computacionais,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,45,6.0,16.0,4.0,26.0,linhas concentradas,informatica,sudeste
M,SE,banco de dados,0.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,26,9.0,14.0,7.0,30.0,linhas concentradas,informatica,nordeste
M,MG,engenharia de software,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,24,9.0,17.0,9.0,35.0,engenharia de software,informatica,sudeste
M,PB,metodologias e técnicas de computação,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,34,6.0,15.0,8.0,29.0,redes de computadores,computacao,nordeste
F,SC,inteligência artificial,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,26,8.0,13.0,9.0,30.0,inteligência artificial,computacao,sul
