NÚMERO DE INSCRIÇÃO,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,ANO
39401667473,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401670130,Presente,E,A,C,C,B,A,B,E,E,C,B,E,D,B,E,D,B,D,B,A,E,B,E,E,A,A,D,C,D,D,B,D,B,E,C,B,A,A,D,E,C,C,E,C,B,C,D,C,B,D,E,D,D,E,B,C,E,D,E,A,D,A,C,A,E,C,A,B,B,C,2016
39401668003,Presente,E,C,B,E,A,A,C,D,C,B,E,E,E,D,A,D,C,E,B,E,B,A,C,E,A,B,A,C,D,D,A,D,B,A,C,A,A,C,D,C,A,E,B,D,C,C,A,C,B,D,A,E,B,A,E,C,E,D,D,A,C,A,B,A,E,C,D,C,B,A,2016
39401666419,Presente,E,E,C,B,A,D,E,D,C,A,E,E,D,B,A,D,B,E,D,C,B,E,B,E,A,E,C,C,B,C,B,A,A,A,E,A,A,B,D,D,B,E,B,C,B,C,A,D,C,A,E,D,A,B,D,C,B,D,B,A,A,A,C,A,E,B,A,A,B,D,2016
39401640650,Presente,E,A,D,E,D,B,B,C,B,C,D,E,B,D,B,A,C,E,A,C,B,D,B,A,A,D,E,B,E,C,B,E,A,E,A,A,B,B,D,A,A,B,E,C,C,C,D,A,E,E,D,A,C,A,C,C,A,A,C,B,D,A,B,A,E,B,C,C,D,C,2016
39401670793,Presente,E,A,C,C,D,A,C,B,B,D,E,E,D,C,C,A,B,E,B,B,E,B,E,E,A,D,B,C,C,C,E,A,D,E,D,A,A,C,D,D,E,C,C,E,C,A,B,E,D,E,C,D,B,E,B,C,B,C,D,A,A,A,D,A,A,C,B,C,B,C,2016
39401673203,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401641495,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401654372,Presente,E,A,C,D,B,B,B,E,E,C,C,E,D,E,D,D,A,E,B,B,E,B,E,E,A,D,C,C,B,C,B,A,E,C,A,A,A,C,D,E,B,C,A,C,B,A,E,E,B,B,E,B,E,D,C,C,E,C,C,A,C,E,A,A,E,C,A,E,B,C,2016
39401673291,Presente,A,C,D,D,E,C,C,D,C,D,B,E,E,C,C,A,A,E,A,E,E,D,D,A,C,C,B,C,D,B,B,D,C,E,B,C,B,C,E,B,A,E,D,B,B,C,D,C,C,D,D,A,C,A,B,C,D,D,E,A,D,A,C,E,E,C,E,C,D,C,2016
39401642627,Presente,E,C,D,E,C,D,B,D,C,C,D,E,E,C,A,C,B,A,B,D,B,B,D,B,A,D,B,C,D,D,B,E,B,B,D,A,A,B,D,E,A,E,A,C,E,A,E,E,B,B,E,C,A,A,D,A,E,D,C,A,A,A,A,A,E,C,C,D,B,E,2016
39401670399,Presente,E,A,C,D,A,E,B,C,C,D,A,E,C,D,A,D,B,E,B,E,E,B,A,E,A,A,D,C,D,E,D,A,B,D,D,D,A,C,D,C,A,B,B,D,E,A,B,C,D,A,E,E,A,D,E,E,D,C,A,C,D,A,C,E,E,A,B,E,D,D,2016
39401670182,Presente,E,B,D,E,E,B,E,E,C,C,B,E,B,D,E,D,B,E,B,E,A,B,E,E,A,E,D,C,A,E,B,C,E,C,D,B,A,B,D,C,B,C,A,C,C,B,A,D,E,E,C,B,D,B,B,C,E,D,C,D,B,A,D,A,E,C,A,B,B,D,2016
39401673091,Presente,B,D,A,B,C,A,B,D,A,E,E,E,D,C,B,B,C,A,D,A,E,C,E,E,A,C,A,C,D,C,B,C,B,E,B,D,C,B,D,B,A,B,A,B,C,B,C,E,C,B,A,A,C,A,D,C,D,C,E,A,B,E,B,A,E,C,A,B,C,C,2016
39401652475,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401645846,Presente,D,B,C,C,D,B,B,D,A,E,E,C,C,B,C,A,D,B,D,A,C,E,A,D,B,A,E,B,D,D,B,E,E,D,A,C,A,D,E,B,E,B,C,C,A,D,E,B,C,D,C,E,E,A,A,A,D,C,E,A,C,D,C,E,E,B,D,A,C,A,2016
39401682198,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401640005,Presente,E,A,D,C,D,B,C,B,B,A,D,B,E,D,C,B,B,D,A,C,E,C,E,E,A,B,B,C,D,D,A,C,B,E,E,B,D,D,B,A,A,A,A,C,D,E,E,A,C,D,E,D,B,A,B,A,D,C,D,A,C,A,B,A,C,C,D,A,C,B,2016
39401671661,Presente,E,A,C,E,B,A,B,C,C,C,D,E,A,A,C,D,B,E,B,B,B,A,C,B,A,D,B,C,A,A,B,E,B,C,A,A,A,C,D,D,A,A,B,C,D,C,A,C,A,B,A,B,A,A,B,C,D,C,A,D,D,A,A,A,B,C,A,C,B,D,2016
39401683963,Presente,E,A,B,D,B,C,C,A,E,D,A,E,D,D,A,D,B,E,B,B,E,A,C,B,A,C,D,C,B,A,B,E,B,B,D,A,A,C,D,E,A,A,D,B,C,D,E,D,A,E,B,B,D,C,B,A,E,A,D,D,E,A,C,A,E,C,A,B,E,C,2016
39401635360,Presente,E,A,A,B,C,A,B,A,C,A,D,E,C,D,C,D,E,A,A,C,E,E,C,B,B,A,D,C,B,D,A,E,B,B,D,B,C,A,A,B,A,E,D,A,E,C,B,A,A,D,D,B,A,A,B,A,C,D,D,A,E,E,A,A,C,C,A,B,A,D,2016
39401663372,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401672729,Presente,B,C,D,C,D,D,B,A,B,C,D,A,A,B,C,A,E,E,A,D,A,B,D,A,A,E,D,C,C,A,B,D,E,B,A,E,B,B,E,C,A,E,C,C,C,E,B,A,C,B,B,A,A,A,E,E,A,C,E,A,B,A,D,A,D,C,A,C,A,D,2016
39401673442,Presente,E,A,D,E,E,A,C,D,E,C,C,E,E,E,D,B,C,E,D,D,E,A,A,B,A,D,C,E,D,C,B,C,*,C,E,C,A,B,D,A,B,A,E,A,E,C,C,A,A,C,E,B,A,A,E,A,E,A,C,E,D,A,D,A,E,B,A,A,A,E,2016
39401640191,Presente,B,B,B,B,B,B,B,B,A,C,E,E,C,A,B,E,E,B,B,C,D,C,E,A,A,E,C,A,E,A,A,A,A,C,D,E,E,B,E,B,E,A,E,B,E,E,E,B,E,B,B,D,B,B,D,C,E,D,C,C,E,A,A,A,A,C,A,B,B,D,2016
39401641525,Presente,E,A,A,A,A,A,B,A,B,B,E,E,C,E,B,D,B,E,B,B,A,D,D,B,A,D,A,C,B,C,B,A,B,E,E,A,A,A,D,C,A,A,E,C,B,A,C,C,B,B,C,A,A,A,E,C,D,E,C,A,D,A,E,A,E,C,A,C,B,D,2016
39401683102,Presente,E,A,D,C,C,B,E,A,C,C,E,E,D,B,A,A,B,A,B,C,A,C,C,B,A,D,A,D,B,A,B,C,B,C,D,A,A,A,D,B,D,B,D,C,D,E,A,C,C,E,C,A,A,B,D,E,E,A,E,D,C,A,E,A,D,A,E,C,B,A,2016
39401667667,Presente,C,C,C,C,C,C,C,C,C,C,D,D,D,E,E,E,B,B,B,C,B,C,E,E,A,A,A,C,C,B,B,A,B,C,C,D,A,B,D,A,B,A,B,C,C,E,B,E,C,B,C,D,A,C,E,C,D,C,C,C,A,A,C,A,E,C,A,C,B,C,2016
39401637931,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401640071,Presente,E,B,E,C,A,A,E,C,D,A,D,E,B,E,C,B,B,A,B,D,B,A,A,E,A,C,B,C,D,C,B,E,D,C,C,A,E,B,D,C,B,C,A,D,D,E,B,A,E,B,D,C,A,A,A,A,C,D,D,E,B,A,C,A,E,D,E,B,C,D,2016
39401670455,Presente,E,C,B,E,D,A,C,D,C,B,E,E,C,C,B,E,B,D,B,C,A,B,E,E,A,B,A,C,B,A,B,C,C,E,D,B,B,B,D,C,A,A,A,D,C,A,D,C,C,D,E,D,D,A,D,C,A,A,C,A,A,D,B,C,B,B,D,D,C,A,2016
39401663938,Presente,E,B,D,D,D,B,C,D,E,C,D,E,C,E,A,D,E,E,A,A,A,C,E,E,A,D,A,C,E,C,B,C,B,E,D,A,A,C,E,B,B,E,B,C,B,C,D,E,E,D,C,D,A,A,B,E,D,A,E,A,C,A,C,A,E,C,A,E,B,D,2016
39401669644,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401641067,Presente,B,A,B,D,A,B,E,E,E,C,A,E,B,E,B,A,C,A,D,B,B,A,B,E,A,A,D,C,E,C,B,D,B,E,B,A,A,C,E,C,A,B,A,C,C,A,B,A,A,B,C,B,A,C,D,E,B,D,E,A,E,E,C,C,D,C,C,C,B,D,2016
39401673090,Presente,E,A,C,C,D,D,E,B,A,C,C,B,C,B,B,A,B,A,A,A,B,B,B,A,A,C,A,C,E,B,B,B,B,C,D,E,A,C,A,A,A,B,D,A,E,E,C,C,A,B,D,B,C,A,C,B,D,A,A,B,C,A,B,E,D,C,A,E,A,B,2016
39401683151,Presente,E,A,C,E,A,A,C,D,B,C,A,E,B,C,B,E,B,E,B,C,B,B,B,B,B,B,A,C,D,*,B,E,B,C,A,A,B,A,D,C,B,D,C,D,B,C,B,C,D,B,C,D,B,B,C,E,A,D,E,A,B,A,C,A,E,C,B,A,B,D,2016
39401671388,Presente,E,A,B,B,D,A,C,E,C,A,C,E,E,B,B,D,C,B,C,E,B,B,E,E,A,D,B,C,D,E,B,D,C,D,B,A,A,C,E,E,A,D,D,D,E,B,D,E,D,B,C,D,A,A,B,C,D,D,D,C,C,A,A,E,E,C,B,C,D,D,2016
39401635874,Presente,D,B,C,A,A,A,C,D,D,B,E,E,D,B,C,B,B,D,B,A,E,B,B,A,A,D,A,A,A,D,B,D,D,E,D,B,C,C,A,E,B,D,A,E,C,B,B,C,A,B,D,D,C,A,E,C,D,A,A,C,D,E,B,E,E,C,D,B,D,D,2016
39401644709,Presente,E,D,B,E,E,B,B,C,E,E,C,D,D,C,B,B,E,D,B,D,A,C,B,D,B,C,C,A,D,C,E,C,E,E,B,C,B,C,B,C,D,C,C,C,B,D,E,D,A,D,E,C,A,B,D,C,A,C,E,A,C,E,B,A,E,B,C,B,D,D,2016
39401640626,Presente,E,A,D,D,D,A,E,B,E,A,B,C,C,B,D,B,B,D,B,D,A,E,C,B,A,D,E,C,E,C,B,D,B,E,A,A,D,C,D,A,D,B,C,E,B,D,A,D,D,C,D,A,B,C,C,C,D,C,E,A,A,D,C,A,E,B,A,D,B,A,2016
39401671431,Presente,B,A,C,B,D,B,A,E,D,B,D,A,C,D,A,E,B,A,B,C,E,B,B,E,B,C,B,A,C,C,B,D,E,C,D,E,C,C,A,A,D,B,E,C,E,B,C,B,B,D,C,C,A,D,B,C,D,A,E,C,E,A,E,A,E,D,E,B,D,A,2016
39401676487,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401678109,Presente,C,B,A,C,D,D,C,E,B,B,A,A,D,D,D,B,A,E,B,B,B,D,C,B,A,D,A,C,B,C,E,A,B,C,D,C,D,A,B,E,B,B,E,D,B,B,A,E,A,D,C,D,C,A,D,E,A,D,C,C,D,A,B,A,E,C,A,A,A,A,2016
39401665624,Presente,E,D,A,B,A,E,C,D,E,A,A,E,C,A,C,E,B,A,B,E,A,C,B,C,A,A,D,A,C,A,B,E,B,B,D,E,A,B,A,D,A,E,B,B,E,A,D,B,C,B,B,B,A,A,D,B,D,D,A,A,E,A,E,E,E,C,C,B,B,C,2016
39401639871,Presente,E,A,D,C,C,B,D,B,D,C,E,E,D,D,D,D,B,E,B,C,B,B,E,E,A,D,D,C,B,B,B,A,B,C,B,A,A,A,D,E,B,B,B,C,D,A,D,C,C,D,E,A,C,A,C,A,A,A,C,B,E,A,B,A,E,C,C,A,B,A,2016
39401663693,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401666189,Presente,B,C,A,C,C,D,C,E,C,D,D,E,B,B,C,B,B,D,C,E,E,C,B,D,A,B,B,A,E,A,B,C,A,C,E,A,B,B,E,D,A,D,E,A,E,D,C,A,A,D,E,D,A,C,C,E,D,D,E,D,A,D,A,A,E,B,B,B,A,D,2016
39401654967,Presente,E,A,A,C,D,A,B,E,D,C,C,E,C,B,A,D,B,E,B,D,B,B,E,E,A,D,E,C,A,C,B,A,B,D,E,A,B,C,D,A,E,B,A,C,D,E,C,D,D,C,D,E,A,B,C,A,B,D,E,C,C,B,D,A,E,C,A,E,B,D,2016
39401667356,Presente,B,A,E,B,A,A,C,C,E,C,C,E,E,B,E,D,C,E,B,B,B,B,E,E,A,D,A,C,D,A,A,A,C,E,C,A,A,C,D,E,A,C,A,C,B,B,C,A,C,D,D,E,A,A,B,C,E,D,E,A,C,A,C,A,D,C,A,A,B,C,2016
39401674004,Presente,E,A,C,B,C,A,E,C,E,C,D,E,C,C,D,D,B,E,B,C,A,A,A,E,A,C,C,A,A,A,B,A,B,D,D,A,A,C,D,C,B,C,A,A,C,C,D,C,C,D,C,D,D,A,B,B,C,D,C,C,C,A,C,A,E,C,A,B,B,D,2016
39401657779,Presente,E,C,B,B,C,C,C,C,C,E,C,B,C,C,B,E,C,E,B,C,C,C,E,A,A,C,E,C,A,C,B,C,C,C,C,C,B,E,C,C,C,C,C,E,C,C,C,E,C,B,C,A,D,C,C,C,C,C,D,C,C,A,E,A,E,B,C,B,C,D,2016
39401684054,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401670925,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401638322,Presente,E,A,D,C,A,A,C,D,E,D,A,E,D,E,E,D,B,E,B,A,B,A,E,E,A,D,*,C,D,E,B,A,E,C,D,A,A,B,D,C,A,C,B,E,B,C,D,D,C,B,E,A,C,A,E,B,D,D,C,A,D,D,A,A,B,C,A,D,B,D,2016
39401670886,Presente,E,A,E,E,B,A,B,E,E,D,D,E,D,E,D,B,B,E,B,E,B,E,B,C,C,C,D,C,E,E,B,C,B,E,E,A,D,C,D,E,E,E,D,B,E,E,E,E,E,E,A,A,A,E,E,C,E,D,C,A,D,D,A,A,E,C,A,D,B,D,2016
39401638951,Presente,B,B,B,C,C,C,D,D,D,E,E,A,E,E,E,E,C,D,A,B,B,B,B,B,A,B,A,C,E,E,B,B,B,E,E,E,E,B,E,E,D,D,A,A,A,A,A,A,A,C,E,A,E,A,E,A,D,D,A,C,E,A,C,A,D,C,A,C,B,A,2016
39401683869,Presente,E,A,B,B,A,D,C,B,E,C,A,E,C,B,C,D,B,E,B,A,B,B,E,E,B,D,A,C,C,C,B,A,B,E,D,A,A,C,D,E,D,C,B,C,B,D,B,C,B,E,A,D,A,A,B,A,B,A,D,C,E,A,D,A,D,C,C,B,D,D,2016
39401665903,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401685190,Presente,E,A,C,C,A,A,B,D,E,C,E,E,D,B,C,E,B,E,B,B,B,A,C,B,A,D,A,C,C,A,B,A,B,E,D,A,A,A,D,D,A,E,C,C,E,C,D,E,A,D,C,D,A,A,C,C,D,D,C,D,D,A,A,C,D,C,A,D,B,D,2016
39401668425,Presente,E,A,E,C,C,A,B,D,B,D,A,E,B,A,C,B,B,D,D,B,E,C,E,B,A,A,A,C,B,C,A,D,E,D,E,C,A,C,E,E,D,D,D,C,C,B,D,B,A,B,C,B,B,A,D,A,D,D,A,E,B,A,E,A,E,D,C,B,B,C,2016
39401673506,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401669657,Presente,E,D,D,D,B,B,E,D,B,C,D,E,C,B,*,E,E,E,B,C,E,A,E,E,A,A,A,C,D,D,B,A,B,E,A,A,A,A,D,C,C,C,B,D,D,A,C,E,C,A,C,A,D,B,E,C,B,D,C,E,E,A,A,A,E,C,A,E,A,D,2016
39401637334,Presente,E,A,D,D,B,B,E,A,B,C,B,E,E,C,C,E,B,C,B,B,A,A,C,B,A,D,A,C,E,E,B,B,C,D,B,E,A,C,E,E,A,C,A,C,A,A,D,E,E,C,E,D,A,A,D,B,D,D,E,D,B,D,A,A,E,B,C,A,A,D,2016
39401652905,Presente,E,A,E,E,E,B,C,E,C,B,C,E,C,B,B,B,A,C,B,B,A,E,C,B,A,D,A,C,E,B,C,B,B,E,B,A,A,B,D,D,A,A,A,D,D,E,E,E,B,E,C,B,A,A,D,E,A,E,C,A,D,A,A,A,C,C,A,D,B,C,2016
39401674867,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401644897,Presente,C,C,B,B,E,A,C,A,C,C,C,E,D,C,D,A,E,D,B,B,A,B,E,E,A,D,B,C,A,A,B,A,B,B,D,A,A,C,D,E,A,E,A,C,B,A,D,C,D,C,D,B,D,B,E,C,A,D,C,A,D,D,D,A,E,C,E,A,B,D,2016
39401654840,Presente,E,A,B,E,C,A,C,B,E,C,D,B,C,D,C,B,C,A,B,D,B,D,B,E,A,D,B,A,C,C,A,C,D,C,D,D,B,D,E,B,A,D,D,A,A,C,A,E,C,A,C,D,C,C,E,E,D,D,A,E,D,D,A,D,A,B,A,D,C,D,2016
39401684163,Presente,C,D,B,B,D,E,E,B,D,D,B,E,C,D,C,B,D,A,B,C,E,B,C,B,A,C,C,C,E,A,B,B,C,D,D,C,A,B,C,B,B,A,A,E,B,E,B,E,E,D,D,A,A,C,C,C,C,D,D,A,B,E,E,D,E,C,A,B,B,C,2016
39401652148,Presente,C,D,B,E,D,B,C,E,C,C,E,E,A,A,B,D,E,D,A,E,A,B,B,D,A,D,D,C,B,B,B,B,E,C,A,A,A,B,D,E,B,C,A,C,E,A,C,B,A,B,A,A,C,C,E,B,C,D,D,A,D,A,E,A,D,C,A,B,E,E,2016
39401682187,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401684454,Presente,A,D,C,C,E,B,C,D,B,E,D,E,D,D,A,D,B,E,B,E,E,A,B,E,A,C,D,C,C,A,B,C,E,C,E,D,A,C,C,D,A,E,A,E,B,A,E,A,E,B,A,B,D,C,E,A,A,D,D,A,D,A,E,A,E,C,C,B,B,D,2016
39401667695,Presente,E,C,C,C,A,A,C,C,C,C,B,B,C,C,B,D,B,C,D,C,B,A,E,E,A,D,A,C,C,C,B,A,C,D,C,A,A,C,D,C,C,C,B,C,C,A,C,C,C,C,C,A,C,B,C,B,B,D,D,A,C,A,C,A,E,C,C,C,C,D,2016
39401649436,Presente,A,B,C,C,D,E,C,A,E,B,A,E,E,D,C,C,D,D,B,A,E,E,E,B,A,E,A,C,E,D,B,D,E,D,D,B,A,C,E,B,D,C,D,B,E,A,D,E,C,A,A,B,A,A,C,C,A,D,E,C,E,B,E,A,E,C,B,E,D,D,2016
39401635351,Presente,E,C,C,C,D,D,E,B,C,D,B,E,D,D,E,B,B,B,A,D,B,D,E,C,A,B,C,C,E,C,B,E,B,D,E,E,B,B,D,C,C,C,B,E,E,E,C,D,A,D,A,A,C,B,C,C,E,C,A,A,C,D,E,A,E,D,C,D,E,E,2016
39401664852,Presente,C,A,D,D,D,D,C,B,B,B,B,E,C,C,E,B,B,A,B,D,A,C,D,E,A,C,B,C,E,C,B,D,A,B,E,C,A,E,D,A,C,E,B,A,B,B,C,E,D,E,E,B,A,A,D,C,D,D,E,C,B,A,C,B,A,C,C,D,B,E,2016
39401662569,Presente,A,C,D,D,D,C,B,D,B,A,D,E,C,C,A,E,B,D,D,C,D,C,C,E,A,E,A,C,C,D,B,B,B,C,D,D,C,C,B,C,C,A,B,B,D,C,D,E,C,C,A,D,A,B,D,A,C,D,C,D,D,A,D,A,D,D,A,B,C,C,2016
39401671283,Presente,E,A,D,C,A,A,D,D,E,C,A,E,D,D,D,D,B,E,B,B,A,D,E,E,A,D,A,C,A,E,B,A,D,C,D,A,A,E,D,C,B,A,A,E,B,A,C,E,E,D,E,A,C,A,D,E,E,C,E,D,C,A,C,A,E,C,C,C,A,A,2016
39401667375,Presente,C,E,A,C,D,D,B,D,E,B,A,E,B,D,C,C,E,D,B,C,E,B,B,A,B,B,C,C,D,C,A,C,D,B,D,A,A,B,E,E,A,E,B,E,D,B,E,E,B,B,C,A,A,C,B,C,D,B,E,D,C,A,D,B,A,C,C,B,B,D,2016
39401640367,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
39401637728,Presente,A,A,C,D,A,A,C,B,C,B,E,E,E,E,D,D,D,E,B,E,A,B,E,E,B,B,B,C,D,D,B,D,C,A,E,C,A,B,E,E,B,E,A,C,A,C,C,B,D,B,E,C,A,A,B,E,B,D,C,D,A,A,A,A,E,C,A,C,D,A,2016
39401673934,Presente,E,C,A,E,D,D,C,A,A,C,A,E,D,A,C,A,B,A,B,B,B,C,C,B,E,B,E,C,A,C,B,B,E,E,A,D,A,E,D,E,A,E,C,D,B,B,A,D,B,B,C,B,C,A,D,C,A,D,D,A,C,A,C,A,E,B,B,D,A,D,2016
39401641232,Presente,B,B,C,B,B,D,C,D,D,B,E,E,A,D,A,C,A,E,D,B,A,B,B,E,C,D,A,C,E,C,A,A,B,E,C,B,A,A,A,E,B,D,B,B,D,A,D,C,D,B,B,B,C,A,C,B,E,A,A,D,A,E,A,A,A,C,C,D,B,D,2016
39401644254,Presente,D,A,C,D,E,B,B,E,E,A,E,E,E,B,B,D,B,E,B,D,B,B,E,E,A,D,B,C,A,E,B,A,B,E,E,A,A,B,D,C,A,E,A,C,E,A,D,C,B,D,B,A,A,A,D,E,B,D,D,B,C,A,B,A,E,C,C,C,B,A,2016
39401648585,Presente,E,C,C,C,D,A,C,C,C,B,D,E,D,C,B,D,B,E,C,C,A,B,E,E,A,D,B,C,C,C,B,A,B,C,C,A,A,C,D,C,C,B,D,E,B,A,C,E,C,D,C,A,C,A,D,C,B,C,C,C,C,A,B,E,E,C,A,D,C,C,2016
39401644203,Presente,E,A,C,D,C,D,B,C,D,B,C,B,C,D,C,A,B,A,B,B,A,B,B,E,A,A,B,C,B,E,B,A,B,E,D,B,A,C,D,A,A,C,B,C,E,B,E,D,B,B,E,B,A,C,E,E,D,D,C,E,C,A,A,E,E,C,A,B,D,A,2016
39401651652,Presente,E,A,C,D,A,B,C,D,E,C,A,E,D,E,D,D,E,E,B,B,A,D,E,E,A,A,B,C,B,C,B,A,B,E,A,A,A,A,D,E,A,B,A,E,B,C,A,C,B,D,A,A,A,A,B,C,A,E,E,A,D,A,A,A,D,C,A,C,B,D,2016
39402668368,Presente,E,A,D,D,B,B,C,B,E,D,E,E,D,B,C,C,B,E,B,B,A,B,E,E,A,D,A,C,B,C,A,A,B,A,A,A,A,A,D,C,B,B,A,C,B,A,E,E,B,D,A,C,A,A,B,A,A,D,C,A,D,A,A,A,E,C,A,A,B,C,2016
39401682412,Presente,E,A,C,E,E,A,C,E,C,C,D,E,A,E,B,D,B,A,E,D,A,A,B,A,A,B,D,C,D,B,E,,D,,B,B,A,B,D,C,E,B,C,E,B,C,D,,,B,,B,,C,B,C,B,,A,A,B,A,C,A,D,A,C,,B,C,2016
39401664038,Presente,B,C,C,D,B,D,A,E,C,C,D,E,B,D,B,C,D,A,B,D,A,B,E,E,C,D,D,C,D,C,D,E,B,C,A,A,C,B,D,C,B,E,C,C,C,C,B,B,D,A,E,C,B,A,D,C,E,A,D,A,E,A,A,A,D,C,D,C,B,A,2016
39401668635,Presente,E,A,A,E,A,B,C,E,D,B,C,E,D,A,D,B,B,E,B,B,B,B,E,E,A,D,B,C,D,E,B,A,B,C,E,A,A,C,D,E,A,E,D,A,B,C,D,C,C,D,E,D,A,A,B,C,C,A,E,D,E,A,A,A,E,C,C,E,B,D,2016
