,SEXO,ESTADO,REGIAO,ESPECIALIDADE,CARGO,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,ANO,matematica,fundamentos_computacao,tecnologia_computacao,Idade,cluster
723,1,24,3,engenharia de software,0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2016,5.0,12.0,6.0,36,1
724,1,12,3,algoritmos otimização combinatória,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2016,3.0,12.0,6.0,36,1
725,1,15,4,sistemas embarcados,0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2016,9.0,18.0,11.0,51,0
726,1,15,4,sistemas inteligentes,0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2016,8.0,14.0,7.0,31,1
727,1,17,1,computação aplicada,0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2016,13.0,14.0,5.0,28,0
728,1,5,1,sistemas de informação,0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2016,11.0,17.0,7.0,30,0
729,1,20,4,microeletrônica,0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2016,10.0,11.0,8.0,36,1
730,1,20,4,linguagens de programação,0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2016,8.0,16.0,5.0,28,1
731,1,24,3,otimização,0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2016,12.0,14.0,7.0,31,0
732,1,23,4,inteligência artificial,0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,2016,8.0,12.0,12.0,35,0
733,1,8,2,inteligência artificial,0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2016,8.0,12.0,10.0,35,1
734,1,24,3,inteligência artificial,0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2016,8.0,16.0,10.0,31,0
735,1,20,4,inteligência artificial,0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,2016,12.0,20.0,9.0,30,0
736,1,11,2,engenharia de software,0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2016,8.0,20.0,4.0,31,0
737,1,7,3,sistemas de informação,0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2016,4.0,14.0,4.0,41,1
738,1,8,2,bioinformática,0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2016,10.0,17.0,7.0,30,0
739,1,14,1,sistemas de computação,0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2016,8.0,11.0,6.0,34,1
740,1,1,1,sistemas de computação,0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2016,13.0,17.0,6.0,31,0
741,1,5,1,sistemas inteligentes,0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,2016,12.0,14.0,9.0,39,0
742,1,4,1,computação aplicada,0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2016,8.0,15.0,8.0,30,0
743,1,11,2,computação científica e,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2016,5.0,13.0,3.0,27,1
744,0,24,3,sistemas computacionais complexos,0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2016,6.0,11.0,6.0,40,1
745,1,9,1,aprendizado de máquina,0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,2016,7.0,17.0,9.0,29,0
746,1,5,1,otimização combinatória,0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2016,10.0,17.0,5.0,30,0
747,1,17,1,computação aplicada,0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2016,7.0,10.0,3.0,40,1
748,1,13,0,engenharia de software,0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2016,4.0,12.0,4.0,33,1
749,1,11,2,tecnologias computacionais para,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2016,3.0,11.0,7.0,38,1
750,1,24,3,inteligência artificial,0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2016,4.0,12.0,4.0,56,1
751,1,10,2,sistemas embarcados,0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2016,4.0,12.0,4.0,37,1
752,1,23,4,sistemas de informação,0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2016,10.0,12.0,6.0,39,1
753,1,23,4,computação pervasiva modelagem,0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2016,5.0,11.0,5.0,36,1
754,1,23,4,engenharia de software,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2016,4.0,11.0,2.0,33,1
755,1,20,4,engenharia de software,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2016,4.0,13.0,5.0,30,1
756,1,20,4,engenharia de software,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2016,6.0,13.0,4.0,35,1
757,1,24,3,fundamentos da computação,0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2016,7.0,12.0,4.0,30,1
758,1,24,3,arquitetura de computadores,0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2016,6.0,12.0,4.0,42,1
759,1,15,4,sistemas embarcados,0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2016,15.0,23.0,11.0,32,0
760,0,14,1,metodologia e técnicas,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2016,3.0,10.0,6.0,36,1
761,1,24,3,inteligência artificial,0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2016,6.0,14.0,8.0,30,1
762,1,24,3,algoritmos otimização combinatória,0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2016,9.0,15.0,5.0,46,1
763,1,3,0,computação paralela e,0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2016,6.0,17.0,5.0,37,1
764,1,24,3,sistemas de computação,0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,2016,11.0,17.0,10.0,50,0
765,1,23,4,engenharia de software,0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2016,9.0,12.0,9.0,44,1
766,1,24,3,banco de dados,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2016,4.0,7.0,9.0,34,1
767,1,13,0,engenharia de software,0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2016,10.0,12.0,8.0,28,1
768,1,18,3,sistemas de apoio,0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2016,7.0,13.0,4.0,32,1
769,1,25,1,engenharia de software,0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2016,5.0,12.0,8.0,47,1
770,1,12,3,inteligência artificial,0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2016,11.0,16.0,8.0,28,0
771,1,24,3,sistemas de computação,0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,2016,9.0,15.0,8.0,39,0
772,1,14,1,sistemas de computação,0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2016,10.0,17.0,4.0,31,1
773,1,9,1,modelagem computacional,0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2016,9.0,12.0,5.0,40,1
774,1,8,2,inteligência artificial,0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,2016,9.0,15.0,12.0,30,0
775,1,20,4,computação aplicada,0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2016,9.0,15.0,7.0,27,0
776,1,20,4,inteligência artificial,0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2016,8.0,16.0,8.0,28,0
777,1,19,1,ciência da computação,0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2016,7.0,14.0,6.0,28,1
778,1,8,2,inteligência artificial,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2016,1.0,14.0,10.0,43,1
779,1,25,1,redes de computadores,0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2016,10.0,9.0,10.0,48,1
780,1,14,1,engenharia de software,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2016,2.0,13.0,5.0,28,1
781,1,14,1,sistemas de computação,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,2016,8.0,13.0,11.0,33,0
782,1,23,4,inteligência artificial,0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2016,11.0,20.0,9.0,43,0
783,1,12,3,engenharia de software,0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2016,7.0,14.0,7.0,51,1
784,1,12,3,inteligência artificial,0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,2016,6.0,13.0,8.0,32,1
785,1,23,4,modelos e arquiteturas,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2016,3.0,13.0,5.0,40,1
786,1,15,4,engenharia de software,0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2016,8.0,17.0,7.0,31,0
787,1,12,3,engenharia de software,0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2016,11.0,19.0,13.0,29,0
788,1,24,3,aprendizado de máquina,0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2016,6.0,14.0,7.0,27,1
789,1,24,3,matemática e inteligência,0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2016,8.0,22.0,6.0,28,0
790,1,23,4,banco de dados,0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2016,7.0,15.0,9.0,33,0
791,1,20,4,arquitetura e projeto,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2016,3.0,13.0,5.0,34,1
792,1,12,3,sistemas e tecnologias,0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2016,13.0,16.0,10.0,28,0
793,1,5,1,ciência computacional,0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,2016,11.0,18.0,8.0,40,0
794,1,24,3,sistemas distribuídos,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2016,5.0,14.0,8.0,41,1
795,1,24,3,projeto e teste,0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,2016,7.0,18.0,10.0,32,0
796,1,5,1,ciência computacional,0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2016,9.0,12.0,7.0,28,1
797,1,12,3,otimização,0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2016,11.0,18.0,7.0,32,0
798,0,24,3,inteligência artificial,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2016,5.0,13.0,6.0,41,1
799,0,12,3,ciência da computação,0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2016,10.0,12.0,7.0,31,1
800,0,18,3,engenharia de software,0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2016,12.0,18.0,7.0,31,0
801,0,13,0,informática na educação,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2016,4.0,8.0,3.0,30,1
802,1,13,0,redes de computadores,0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2016,5.0,10.0,4.0,34,1
803,1,15,4,sistemas embarcados,0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2016,8.0,19.0,8.0,31,0
804,1,24,3,processamento de imagens,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2016,2.0,16.0,8.0,31,1
805,1,15,4,sistemas de informação,0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2016,8.0,12.0,5.0,61,1
806,0,12,3,engenharia de software,0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,2016,7.0,16.0,9.0,29,0
807,1,11,2,engenharia de software,0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2016,8.0,9.0,6.0,35,1
808,1,20,4,sistemas interativos e,0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2016,7.0,11.0,6.0,27,1
809,1,23,4,inteligência artificial,0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2016,12.0,14.0,8.0,30,0
810,1,15,4,engenharia de software,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2016,4.0,9.0,6.0,39,1
811,1,12,3,engenharia de computadores,0,1.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,2016,13.0,19.0,13.0,28,0
812,0,13,0,engenharia de software,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2016,4.0,11.0,7.0,37,1
813,1,23,4,redes de computadores,0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2016,6.0,11.0,2.0,46,1
814,1,24,3,ciência computacional,0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2016,4.0,14.0,5.0,30,1
815,0,8,2,engenharia de software,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2016,5.0,9.0,9.0,35,1
816,0,24,3,interfaces humano-computador,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2016,5.0,13.0,10.0,36,1
817,1,18,3,modelagem de negócios,0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2016,12.0,10.0,3.0,31,1
818,0,24,3,sistemas de informação,0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2016,8.0,9.0,8.0,29,1
819,0,24,3,sistemas distribuídos,0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2016,9.0,18.0,8.0,28,0
820,0,14,1,sistemas de computação,0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2016,9.0,9.0,7.0,32,1
821,1,8,2,sistemas de computação,0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,2016,5.0,16.0,9.0,31,1
